ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS
998	58	氓	58.3	9	女之c耽兮	女 + 之 + 耽 + 兮	女 + 之 + 耽 + 兮	58.3.c	耽	0 0 257 0
999	58	氓	58.3	10	不可d說也	不 + 可 + 說 + 也	不 + 可 + 說 + 也	58.3.d	說	0 0 258 0
1000	58	氓	58.4	1	桑之落矣	桑 + 之 + 落 + 矣	桑 + 之 + 落 + 矣		落	0 0 0 0
1001	58	氓	58.4	2	其黃而a隕	其 + 黃 + 而 + 隕	其 + 黃 + 而 + 隕	58.4.a	隕	0 0 0 259
1002	58	氓	58.4	3	自我徂爾	自 + 我 + 徂 + 爾	自 + 我 + 徂 + 爾		爾	0 0 0 0
1003	58	氓	58.4	4	三歲食a貧	三 + 歲 + 食 + 貧	三 + 歲 + 食 + 貧	58.4.a	貧	0 0 0 259
1004	58	氓	58.4	5	淇水b湯b湯	淇 + 水 + 湯 + 湯	淇 + 水 + 湯 + 湯	58.4.b	湯	0 0 260 260
1006	58	氓	58.4	7	漸車帷b裳	漸 + 車 + 帷 + 裳	漸 + 車 + 帷 + 裳	58.4.b	裳	0 0 0 260
1007	58	氓	58.4	8	女也不b爽	女 + 也 + 不 + 爽	女 + 也 + 不 + 爽	58.4.b	爽	0 0 0 260
1008	58	氓	58.4	9	士貳其b行	士 + 貳 + 其 + 行	士 + 貳 + 其 + 行	58.4.b	行	0 0 0 260
1009	58	氓	58.4	10	士也罔c極	士 + 也 + 罔 + 極	士 + 也 + 罔 + 極	58.4.c	極	0 0 0 261
1010	58	氓	58.4	11	二三其c德	二 + 三 + 其 + 德	二 + 三 + 其 + 德	58.4.c	德	0 0 0 261
1011	58	氓	58.5	1	三歲為婦	三 + 歲 + 為 + 婦	三 + 歲 + 為 + 婦		婦	0 0 0 0
1012	58	氓	58.5	2	靡室a勞矣	靡 + 室 + 勞 + 矣	靡 + 室 + 勞 + 矣	58.5.a	勞	0 0 262 0
1013	58	氓	58.5	3	夙興夜寐	夙 + 興 + 夜 + 寐	夙 + 興 + 夜 + 寐		寐	0 0 0 0
1014	58	氓	58.5	4	靡有a朝矣	靡 + 有 + 朝 + 矣	靡 + 有 + 朝 + 矣	58.5.a	朝	0 0 262 0
1015	58	氓	58.5	5	言既遂矣	言 + 既 + 遂 + 矣	言 + 既 + 遂 + 矣		遂	0 0 0 0
1016	58	氓	58.5	6	至于b暴矣	至 + 于 + 暴 + 矣	至 + 于 + 暴 + 矣	58.5.b	暴	0 0 263 0
1017	58	氓	58.5	7	兄弟不知	兄 + 弟 + 不 + 知	兄 + 弟 + 不 + 知		知	0 0 0 0
1018	58	氓	58.5	8	咥其b笑矣	咥 + 其 + 笑 + 矣	咥 + 其 + 笑 + 矣	58.5.b	笑	0 0 263 0
1019	58	氓	58.5	9	靜言思之	靜 + 言 + 思 + 之	靜 + 言 + 思 + 之		思	0 0 0 0
1020	58	氓	58.5	10	躬自b悼矣	躬 + 自 + 悼 + 矣	躬 + 自 + 悼 + 矣	58.5.b	悼	0 0 263 0
1021	58	氓	58.6	1	及爾偕老	及 + 爾 + 偕 + 老	及 + 爾 + 偕 + 老		老	0 0 0 0
1022	58	氓	58.6	2	老使我a怨	老 + 使 + 我 + 怨	老 + 使 + 我 + 怨	58.6.a	怨	0 0 0 264
1023	58	氓	58.6	3	淇則有a岸	淇 + 則 + 有 + 岸	淇 + 則 + 有 + 岸	58.6.a	岸	0 0 0 264
1024	58	氓	58.6	4	隰則有a泮	隰 + 則 + 有 + 泮	隰 + 則 + 有 + 泮	58.6.a	泮	0 0 0 264
1025	58	氓	58.6	5	總角之a宴	總 + 角 + 之 + 宴	總 + 角 + 之 + 宴	58.6.a	宴	0 0 0 264
1026	58	氓	58.6	6	言笑a晏a晏	言 + 笑 + 晏 + 晏	言 + 笑 + 晏 + 晏	58.6.a	晏	0 0 264 264
1028	58	氓	58.6	8	信膂a旦a旦	信 + 膂 + 旦 + 旦	信 + 膂 + 旦 + 旦	58.6.a	旦	0 0 264 264
1030	58	氓	58.6	10	不思其a反	不 + 思 + 其 + 反	不 + 思 + 其 + 反	58.6.a	反	0 0 0 264
1031	58	氓	58.6	11	反是不b思	反 + 是 + 不 + 思	反 + 是 + 不 + 思	58.6.b	思	0 0 0 265
1032	58	氓	58.6	12	亦已焉b哉	亦 + 已 + 焉 + 哉	亦 + 已 + 焉 + 哉	58.6.b	哉	0 0 0 265
1033	59	竹竿	59.1	1	藋藋竹a竿	藋 + 藋 + 竹 + 竿	藋 + 藋 + 竹 + 竿	59.1.a	竿	0 0 0 266
1034	59	竹竿	59.1	2	以釣于a淇	以 + 釣 + 于 + 淇	以 + 釣 + 于 + 淇	59.1.a	淇	0 0 0 266
1035	59	竹竿	59.1	3	豈不爾a思	豈 + 不 + 爾 + 思	豈 + 不 + 爾 + 思	59.1.a	思	0 0 0 266
1036	59	竹竿	59.1	4	遠莫致a之	遠 + 莫 + 致 + 之	遠 + 莫 + 致 + 之	59.1.a	之	0 0 0 266
1037	59	竹竿	59.2	1	泉源在左	泉 + 源 + 在 + 左	泉 + 源 + 在 + 左		左	0 0 0 0
1038	59	竹竿	59.2	2	淇水在a右	淇 + 水 + 在 + 右	淇 + 水 + 在 + 右	59.2.a	右	0 0 0 267
1039	59	竹竿	59.2	3	女子有行	女 + 子 + 有 + 行	女 + 子 + 有 + 行		行	0 0 0 0
1040	59	竹竿	59.2	4	遠兄弟父a母	遠 + 兄 + 弟 + 父 + 母	遠 + 兄 + 弟 + 父 + 母	59.2.a	母	0 0 0 0 267
1041	59	竹竿	59.3	1	淇水在a右	淇 + 水 + 在 + 右	淇 + 水 + 在 + 右	59.3.a	右	0 0 0 268
1042	59	竹竿	59.3	2	泉源在a左	泉 + 源 + 在 + 左	泉 + 源 + 在 + 左	59.3.a	左	0 0 0 268
1043	59	竹竿	59.3	3	巧笑之瑳	巧 + 笑 + 之 + 瑳	巧 + 笑 + 之 + 瑳		瑳	0 0 0 0
1044	59	竹竿	59.3	4	佩玉之a儺	佩 + 玉 + 之 + 儺	佩 + 玉 + 之 + 儺	59.3.a	儺	0 0 0 268
1045	59	竹竿	59.4	1	淇水滺a滺	淇 + 水 + 滺 + 滺	淇 + 水 + 滺 + 滺	59.4.a	滺	0 0 0 269
1046	59	竹竿	59.4	2	檜楫松a舟	檜 + 楫 + 松 + 舟	檜 + 楫 + 松 + 舟	59.4.a	舟	0 0 0 269
1047	59	竹竿	59.4	3	駕言出a遊	駕 + 言 + 出 + 遊	駕 + 言 + 出 + 遊	59.4.a	遊	0 0 0 269
1048	59	竹竿	59.4	4	以寫我a憂	以 + 寫 + 我 + 憂	以 + 寫 + 我 + 憂	59.4.a	憂	0 0 0 269
1049	60	芄蘭	60.1	1	芄蘭之a支	芄 + 蘭 + 之 + 支	芄 + 蘭 + 之 + 支	60.1.a	支	0 0 0 270
1050	60	芄蘭	60.1	2	童子佩a觿	童 + 子 + 佩 + 觿	童 + 子 + 佩 + 觿	60.1.a	觿	0 0 0 270
1051	60	芄蘭	60.1	3	雖則佩a觿	雖 + 則 + 佩 + 觿	雖 + 則 + 佩 + 觿	60.1.a	觿	0 0 0 270
1052	60	芄蘭	60.1	4	能不我a知	能 + 不 + 我 + 知	能 + 不 + 我 + 知	60.1.a	知	0 0 0 270
1053	60	芄蘭	60.1	5	容兮b遂兮	容 + 兮 + 遂 + 兮	容 + 兮 + 遂 + 兮	60.1.b	遂	0 0 271 0
1054	60	芄蘭	60.1	6	垂帶b悸兮	垂 + 帶 + 悸 + 兮	垂 + 帶 + 悸 + 兮	60.1.b	悸	0 0 271 0
1055	60	芄蘭	60.2	1	芄蘭之a葉	芄 + 蘭 + 之 + 葉	芄 + 蘭 + 之 + 葉	60.2.a	葉	0 0 0 272
1056	60	芄蘭	60.2	2	童子佩a韘	童 + 子 + 佩 + 韘	童 + 子 + 佩 + 韘	60.2.a	韘	0 0 0 272
1057	60	芄蘭	60.2	3	雖則佩a韘	雖 + 則 + 佩 + 韘	雖 + 則 + 佩 + 韘	60.2.a	韘	0 0 0 272
1058	60	芄蘭	60.2	4	能不我a甲	能 + 不 + 我 + 甲	能 + 不 + 我 + 甲	60.2.a	甲	0 0 0 272
1059	60	芄蘭	60.2	5	容兮b遂兮	容 + 兮 + 遂 + 兮	容 + 兮 + 遂 + 兮	60.2.b	遂	0 0 273 0
1060	60	芄蘭	60.2	6	垂帶b悸兮	垂 + 帶 + 悸 + 兮	垂 + 帶 + 悸 + 兮	60.2.b	悸	0 0 273 0
1061	61	河廣	61.1	1	誰謂河廣	誰 + 謂 + 河 + 廣	誰 + 謂 + 河 + 廣		廣	0 0 0 0
1062	61	河廣	61.1	2	一葦a杭之	一 + 葦 + 杭 + 之	一 + 葦 + 杭 + 之	61.1.a	杭	0 0 274 0
1063	61	河廣	61.1	3	誰謂宋遠	誰 + 謂 + 宋 + 遠	誰 + 謂 + 宋 + 遠		遠	0 0 0 0
1064	61	河廣	61.1	4	跂予a望之	跂 + 予 + 望 + 之	跂 + 予 + 望 + 之	61.1.a	望	0 0 274 0
1065	61	河廣	61.2	1	誰謂河廣	誰 + 謂 + 河 + 廣	誰 + 謂 + 河 + 廣		廣	0 0 0 0
1066	61	河廣	61.2	2	曾不容a刀	曾 + 不 + 容 + 刀	曾 + 不 + 容 + 刀	61.2.a	刀	0 0 0 275
1067	61	河廣	61.2	3	誰謂宋遠	誰 + 謂 + 宋 + 遠	誰 + 謂 + 宋 + 遠		遠	0 0 0 0
1068	61	河廣	61.2	4	曾不崇a朝	曾 + 不 + 崇 + 朝	曾 + 不 + 崇 + 朝	61.2.a	朝	0 0 0 275
1069	62	伯兮	62.1	1	伯兮a朅兮	伯 + 兮 + 朅 + 兮	伯 + 兮 + 朅 + 兮	62.1.a	朅	0 0 276 0
1070	62	伯兮	62.1	2	邦之a桀兮	邦 + 之 + 桀 + 兮	邦 + 之 + 桀 + 兮	62.1.a	桀	0 0 276 0
1071	62	伯兮	62.1	3	伯也執b殳	伯 + 也 + 執 + 殳	伯 + 也 + 執 + 殳	62.1.b	殳	0 0 0 277
1072	62	伯兮	62.1	4	為王前b驅	為 + 王 + 前 + 驅	為 + 王 + 前 + 驅	62.1.b	驅	0 0 0 277
1073	62	伯兮	62.2	1	自伯之a東	自 + 伯 + 之 + 東	自 + 伯 + 之 + 東	62.2.a	東	0 0 0 278
1074	62	伯兮	62.2	2	首如飛a蓬	首 + 如 + 飛 + 蓬	首 + 如 + 飛 + 蓬	62.2.a	蓬	0 0 0 278
1075	62	伯兮	62.2	3	豈無膏沐	豈 + 無 + 膏 + 沐	豈 + 無 + 膏 + 沐		沐	0 0 0 0
1076	62	伯兮	62.2	4	誰適為a容	誰 + 適 + 為 + 容	誰 + 適 + 為 + 容	62.2.a	容	0 0 0 278
1077	62	伯兮	62.3	1	其雨其雨	其 + 雨 + 其 + 雨	其 + 雨 + 其 + 雨		雨	0 0 0 0
1078	62	伯兮	62.3	2	杲杲出a日	杲 + 杲 + 出 + 日	杲 + 杲 + 出 + 日	62.3.a	日	0 0 0 279
1079	62	伯兮	62.3	3	願言思伯	願 + 言 + 思 + 伯	願 + 言 + 思 + 伯		伯	0 0 0 0
1080	62	伯兮	62.3	4	甘心首a疾	甘 + 心 + 首 + 疾	甘 + 心 + 首 + 疾	62.3.a	疾	0 0 0 279
1081	62	伯兮	62.4	1	焉得諼草	焉 + 得 + 諼 + 草	焉 + 得 + 諼 + 草		草	0 0 0 0
1082	62	伯兮	62.4	2	言樹之a背	言 + 樹 + 之 + 背	言 + 樹 + 之 + 背	62.4.a	背	0 0 0 280
1083	62	伯兮	62.4	3	願言思伯	願 + 言 + 思 + 伯	願 + 言 + 思 + 伯		伯	0 0 0 0
1084	62	伯兮	62.4	4	使我心a痗	使 + 我 + 心 + 痗	使 + 我 + 心 + 痗	62.4.a	痗	0 0 0 280
1085	63	有狐	63.1	1	有狐綏綏	有 + 狐 + 綏 + 綏	有 + 狐 + 綏 + 綏		綏	0 0 0 0
1086	63	有狐	63.1	2	在彼淇a梁	在 + 彼 + 淇 + 梁	在 + 彼 + 淇 + 梁	63.1.a	梁	0 0 0 281
1087	63	有狐	63.1	3	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
1088	63	有狐	63.1	4	之子無a裳	之 + 子 + 無 + 裳	之 + 子 + 無 + 裳	63.1.a	裳	0 0 0 281
1089	63	有狐	63.2	1	有狐綏綏	有 + 狐 + 綏 + 綏	有 + 狐 + 綏 + 綏		綏	0 0 0 0
1090	63	有狐	63.2	2	在彼淇a厲	在 + 彼 + 淇 + 厲	在 + 彼 + 淇 + 厲	63.2.a	厲	0 0 0 282
1091	63	有狐	63.2	3	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
1092	63	有狐	63.2	4	之子無a帶	之 + 子 + 無 + 帶	之 + 子 + 無 + 帶	63.2.a	帶	0 0 0 282
1093	63	有狐	63.3	1	有狐綏綏	有 + 狐 + 綏 + 綏	有 + 狐 + 綏 + 綏		綏	0 0 0 0
1094	63	有狐	63.3	2	在彼淇a側	在 + 彼 + 淇 + 側	在 + 彼 + 淇 + 側	63.3.a	側	0 0 0 283
1095	63	有狐	63.3	3	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
1096	63	有狐	63.3	4	之子無a服	之 + 子 + 無 + 服	之 + 子 + 無 + 服	63.3.a	服	0 0 0 283
1097	64	木瓜	64.1	1	投我以木a瓜	投 + 我 + 以 + 木 + 瓜	投 + 我 + 以 + 木 + 瓜	64.1.a	瓜	0 0 0 0 284
1098	64	木瓜	64.1	2	報之以瓊a琚	報 + 之 + 以 + 瓊 + 琚	報 + 之 + 以 + 瓊 + 琚	64.1.a	琚	0 0 0 0 284
1099	64	木瓜	64.1	3	匪b報也	匪 + 報 + 也	匪 + 報 + 也	64.1.b	報	0 285 0
1100	64	木瓜	64.1	4	永以為b好也	永 + 以 + 為 + 好 + 也	永 + 以 + 為 + 好 + 也	64.1.b	好	0 0 0 285 0
1101	64	木瓜	64.2	1	投我以木a桃	投 + 我 + 以 + 木 + 桃	投 + 我 + 以 + 木 + 桃	64.2.a	桃	0 0 0 0 286
1102	64	木瓜	64.2	2	報之以瓊a瑤	報 + 之 + 以 + 瓊 + 瑤	報 + 之 + 以 + 瓊 + 瑤	64.2.a	瑤	0 0 0 0 286
1103	64	木瓜	64.2	3	匪b報也	匪 + 報 + 也	匪 + 報 + 也	64.2.b	報	0 287 0
1104	64	木瓜	64.2	4	永以為b好也	永 + 以 + 為 + 好 + 也	永 + 以 + 為 + 好 + 也	64.2.b	好	0 0 0 287 0
1105	64	木瓜	64.3	1	投我以木a李	投 + 我 + 以 + 木 + 李	投 + 我 + 以 + 木 + 李	64.3.a	李	0 0 0 0 288
1106	64	木瓜	64.3	2	報之以瓊a玖	報 + 之 + 以 + 瓊 + 玖	報 + 之 + 以 + 瓊 + 玖	64.3.a	玖	0 0 0 0 288
1107	64	木瓜	64.3	3	匪b報也	匪 + 報 + 也	匪 + 報 + 也	64.3.b	報	0 289 0
1108	64	木瓜	64.3	4	永以為b好也	永 + 以 + 為 + 好 + 也	永 + 以 + 為 + 好 + 也	64.3.b	好	0 0 0 289 0
1109	65	黍離	65.1	1	彼黍離a離	彼 + 黍 + 離 + 離	彼 + 黍 + 離 + 離	65.1.a	離	0 0 0 290
1110	65	黍離	65.1	2	彼稷之b苗	彼 + 稷 + 之 + 苗	彼 + 稷 + 之 + 苗	65.1.b	苗	0 0 0 291
1111	65	黍離	65.1	3	行邁a靡a靡	行 + 邁 + 靡 + 靡	行 + 邁 + 靡 + 靡	65.1.a	靡	0 0 290 290
1113	65	黍離	65.1	5	中心b搖b搖	中 + 心 + 搖 + 搖	中 + 心 + 搖 + 搖	65.1.b	搖	0 0 291 291
1115	65	黍離	65.1	7	知我者	知 + 我 + 者	知 + 我 + 者		者	0 0 0
1116	65	黍離	65.1	8	謂我心c憂	謂 + 我 + 心 + 憂	謂 + 我 + 心 + 憂	65.1.c	憂	0 0 0 292
1117	65	黍離	65.1	9	不知我者	不 + 知 + 我 + 者	不 + 知 + 我 + 者		者	0 0 0 0
1118	65	黍離	65.1	10	謂我何c求	謂 + 我 + 何 + 求	謂 + 我 + 何 + 求	65.1.c	求	0 0 0 292
1119	65	黍離	65.1	11	悠悠蒼d天	悠 + 悠 + 蒼 + 天	悠 + 悠 + 蒼 + 天	65.1.d	天	0 0 0 293
1120	65	黍離	65.1	12	此何d人哉	此 + 何 + 人 + 哉	此 + 何 + 人 + 哉	65.1.d	人	0 0 293 0
1121	65	黍離	65.2	1	彼黍a離a離	彼 + 黍 + 離 + 離	彼 + 黍 + 離 + 離	65.2.a	離	0 0 294 294
1123	65	黍離	65.2	3	彼稷之b穗	彼 + 稷 + 之 + 穗	彼 + 稷 + 之 + 穗	65.2.b	穗	0 0 0 295
1124	65	黍離	65.2	4	行邁a靡a靡	行 + 邁 + 靡 + 靡	行 + 邁 + 靡 + 靡	65.2.a	靡	0 0 294 294
1126	65	黍離	65.2	6	中心如b醉	中 + 心 + 如 + 醉	中 + 心 + 如 + 醉	65.2.b	醉	0 0 0 295
1127	65	黍離	65.2	7	知我者	知 + 我 + 者	知 + 我 + 者		者	0 0 0
1128	65	黍離	65.2	8	謂我心c憂	謂 + 我 + 心 + 憂	謂 + 我 + 心 + 憂	65.2.c	憂	0 0 0 296
1129	65	黍離	65.2	9	不知我者	不 + 知 + 我 + 者	不 + 知 + 我 + 者		者	0 0 0 0
1130	65	黍離	65.2	10	謂我何c求	謂 + 我 + 何 + 求	謂 + 我 + 何 + 求	65.2.c	求	0 0 0 296
1131	65	黍離	65.2	11	悠悠蒼d天	悠 + 悠 + 蒼 + 天	悠 + 悠 + 蒼 + 天	65.2.d	天	0 0 0 297
1132	65	黍離	65.2	12	此何d人哉	此 + 何 + 人 + 哉	此 + 何 + 人 + 哉	65.2.d	人	0 0 297 0
1133	65	黍離	65.3	1	彼黍a離a離	彼 + 黍 + 離 + 離	彼 + 黍 + 離 + 離	65.3.a	離	0 0 298 298
1135	65	黍離	65.3	3	彼稷之b實	彼 + 稷 + 之 + 實	彼 + 稷 + 之 + 實	65.3.b	實	0 0 0 299
1136	65	黍離	65.3	4	行邁a靡a靡	行 + 邁 + 靡 + 靡	行 + 邁 + 靡 + 靡	65.3.a	靡	0 0 298 298
1138	65	黍離	65.3	6	中心如b噎	中 + 心 + 如 + 噎	中 + 心 + 如 + 噎	65.3.b	噎	0 0 0 299
1139	65	黍離	65.3	7	知我者	知 + 我 + 者	知 + 我 + 者		者	0 0 0
1140	65	黍離	65.3	8	謂我心c憂	謂 + 我 + 心 + 憂	謂 + 我 + 心 + 憂	65.3.c	憂	0 0 0 300
1141	65	黍離	65.3	9	不知我者	不 + 知 + 我 + 者	不 + 知 + 我 + 者		者	0 0 0 0
1142	65	黍離	65.3	10	謂我何c求	謂 + 我 + 何 + 求	謂 + 我 + 何 + 求	65.3.c	求	0 0 0 300
1143	65	黍離	65.3	11	悠悠蒼d天	悠 + 悠 + 蒼 + 天	悠 + 悠 + 蒼 + 天	65.3.d	天	0 0 0 301
1144	65	黍離	65.3	12	此何d人哉	此 + 何 + 人 + 哉	此 + 何 + 人 + 哉	65.3.d	人	0 0 301 0
1145	66	君子于役	66.1	1	君子于役	君 + 子 + 于 + 役	君 + 子 + 于 + 役		役	0 0 0 0
1146	66	君子于役	66.1	2	不知其a期	不 + 知 + 其 + 期	不 + 知 + 其 + 期	66.1.a	期	0 0 0 302
1147	66	君子于役	66.1	3	曷至a哉	曷 + 至 + 哉	曷 + 至 + 哉	66.1.a	哉	0 0 302
1148	66	君子于役	66.1	4	雞棲于a塒	雞 + 棲 + 于 + 塒	雞 + 棲 + 于 + 塒	66.1.a	塒	0 0 0 302
1149	66	君子于役	66.1	5	日之夕矣	日 + 之 + 夕 + 矣	日 + 之 + 夕 + 矣		夕	0 0 0 0
1150	66	君子于役	66.1	6	羊牛下a來	羊 + 牛 + 下 + 來	羊 + 牛 + 下 + 來	66.1.a	來	0 0 0 302
1151	66	君子于役	66.1	7	君子于役	君 + 子 + 于 + 役	君 + 子 + 于 + 役		役	0 0 0 0
1152	66	君子于役	66.1	8	如之何勿a思	如 + 之 + 何 + 勿 + 思	如 + 之 + 何 + 勿 + 思	66.1.a	思	0 0 0 0 302
1153	66	君子于役	66.2	1	君子于役	君 + 子 + 于 + 役	君 + 子 + 于 + 役		役	0 0 0 0
1154	66	君子于役	66.2	2	不日不a月	不 + 日 + 不 + 月	不 + 日 + 不 + 月	66.2.a	月	0 0 0 303
1155	66	君子于役	66.2	3	曷其有a佸	曷 + 其 + 有 + 佸	曷 + 其 + 有 + 佸	66.2.a	佸	0 0 0 303
1156	66	君子于役	66.2	4	雞棲于a桀	雞 + 棲 + 于 + 桀	雞 + 棲 + 于 + 桀	66.2.a	桀	0 0 0 303
1157	66	君子于役	66.2	5	日之夕矣	日 + 之 + 夕 + 矣	日 + 之 + 夕 + 矣		夕	0 0 0 0
1158	66	君子于役	66.2	6	羊牛下a括	羊 + 牛 + 下 + 括	羊 + 牛 + 下 + 括	66.2.a	括	0 0 0 303
1159	66	君子于役	66.2	7	君子于役	君 + 子 + 于 + 役	君 + 子 + 于 + 役		役	0 0 0 0
1160	66	君子于役	66.2	8	茍無飢a渴	茍 + 無 + 飢 + 渴	茍 + 無 + 飢 + 渴	66.2.a	渴	0 0 0 303
1161	67	君子陽陽	67.1	1	君子a陽a陽	君 + 子 + 陽 + 陽	君 + 子 + 陽 + 陽	67.1.a	陽	0 0 304 304
1163	67	君子陽陽	67.1	3	左執a簧	左 + 執 + 簧	左 + 執 + 簧	67.1.a	簧	0 0 304
1164	67	君子陽陽	67.1	4	右招我由a房	右 + 招 + 我 + 由 + 房	右 + 招 + 我 + 由 + 房	67.1.a	房	0 0 0 0 304
1165	67	君子陽陽	67.1	5	其樂只且	其 + 樂 + 只 + 且	其 + 樂 + 只 + 且		且	0 0 0 0
1166	67	君子陽陽	67.2	1	君子a陶a陶	君 + 子 + 陶 + 陶	君 + 子 + 陶 + 陶	67.2.a	陶	0 0 305 305
1168	67	君子陽陽	67.2	3	左執a翿	左 + 執 + 翿	左 + 執 + 翿	67.2.a	翿	0 0 305
1169	67	君子陽陽	67.2	4	右招我由a敖	右 + 招 + 我 + 由 + 敖	右 + 招 + 我 + 由 + 敖	67.2.a	敖	0 0 0 0 305
1170	67	君子陽陽	67.2	5	其樂只且	其 + 樂 + 只 + 且	其 + 樂 + 只 + 且		且	0 0 0 0
1171	68	揚之水	68.1	1	揚之水	揚 + 之 + 水	揚 + 之 + 水		水	0 0 0
1172	68	揚之水	68.1	2	不流束a薪	不 + 流 + 束 + 薪	不 + 流 + 束 + 薪	68.1.a	薪	0 0 0 306
1173	68	揚之水	68.1	3	彼其之子	彼 + 其 + 之 + 子	彼 + 其 + 之 + 子		子	0 0 0 0
1174	68	揚之水	68.1	4	不與我戍a申	不 + 與 + 我 + 戍 + 申	不 + 與 + 我 + 戍 + 申	68.1.a	申	0 0 0 0 306
1175	68	揚之水	68.1	5	懷哉b懷哉	懷 + 哉 + 懷 + 哉	懷 + 哉 + 懷 + 哉	68.1.b	懷	0 0 307 0
1176	68	揚之水	68.1	6	曷月予還b歸哉	曷 + 月 + 予 + 還 + 歸 + 哉	曷 + 月 + 予 + 還 + 歸 + 哉	68.1.b	歸	0 0 0 0 307 0
1177	68	揚之水	68.2	1	揚之水	揚 + 之 + 水	揚 + 之 + 水		水	0 0 0
1178	68	揚之水	68.2	2	不流束a楚	不 + 流 + 束 + 楚	不 + 流 + 束 + 楚	68.2.a	楚	0 0 0 308
1179	68	揚之水	68.2	3	彼其之子	彼 + 其 + 之 + 子	彼 + 其 + 之 + 子		子	0 0 0 0
1180	68	揚之水	68.2	4	不與我戍a甫	不 + 與 + 我 + 戍 + 甫	不 + 與 + 我 + 戍 + 甫	68.2.a	甫	0 0 0 0 308
1181	68	揚之水	68.2	5	懷哉b懷哉	懷 + 哉 + 懷 + 哉	懷 + 哉 + 懷 + 哉	68.2.b	懷	0 0 309 0
1182	68	揚之水	68.2	6	曷月予還b歸哉	曷 + 月 + 予 + 還 + 歸 + 哉	曷 + 月 + 予 + 還 + 歸 + 哉	68.2.b	歸	0 0 0 0 309 0
1183	68	揚之水	68.3	1	揚之水	揚 + 之 + 水	揚 + 之 + 水		水	0 0 0
1184	68	揚之水	68.3	2	不流束a蒲	不 + 流 + 束 + 蒲	不 + 流 + 束 + 蒲	68.3.a	蒲	0 0 0 310
1185	68	揚之水	68.3	3	彼其之子	彼 + 其 + 之 + 子	彼 + 其 + 之 + 子		子	0 0 0 0
1186	68	揚之水	68.3	4	不與我戍a許	不 + 與 + 我 + 戍 + 許	不 + 與 + 我 + 戍 + 許	68.3.a	許	0 0 0 0 310
1187	68	揚之水	68.3	5	懷哉b懷哉	懷 + 哉 + 懷 + 哉	懷 + 哉 + 懷 + 哉	68.3.b	懷	0 0 311 0
1188	68	揚之水	68.3	6	曷月予還b歸哉	曷 + 月 + 予 + 還 + 歸 + 哉	曷 + 月 + 予 + 還 + 歸 + 哉	68.3.b	歸	0 0 0 0 311 0
1189	69	中谷有蓷	69.1	1	中谷有蓷	中 + 谷 + 有 + 蓷	中 + 谷 + 有 + 蓷		蓷	0 0 0 0
1190	69	中谷有蓷	69.1	2	暵其a乾矣	暵 + 其 + 乾 + 矣	暵 + 其 + 乾 + 矣	69.1.a	乾	0 0 312 0
1191	69	中谷有蓷	69.1	3	有女仳離	有 + 女 + 仳 + 離	有 + 女 + 仳 + 離		離	0 0 0 0
1192	69	中谷有蓷	69.1	4	慨其a歎矣	慨 + 其 + 歎 + 矣	慨 + 其 + 歎 + 矣	69.1.a	歎	0 0 312 0
1194	69	中谷有蓷	69.1	6	遇人之a艱a難矣	遇 + 人 + 之 + 艱 + 難 + 矣	遇 + 人 + 之 + 艱 + 難 + 矣	69.1.a	艱	0 0 0 312 312 0
1196	69	中谷有蓷	69.2	1	中谷有蓷	中 + 谷 + 有 + 蓷	中 + 谷 + 有 + 蓷		蓷	0 0 0 0
1197	69	中谷有蓷	69.2	2	暵其a修矣	暵 + 其 + 修 + 矣	暵 + 其 + 修 + 矣	69.2.a	修	0 0 313 0
1198	69	中谷有蓷	69.2	3	有女仳a離	有 + 女 + 仳 + 離	有 + 女 + 仳 + 離	69.2.a	離	0 0 0 313
1199	69	中谷有蓷	69.2	4	條其a歗矣	條 + 其 + 歗 + 矣	條 + 其 + 歗 + 矣	69.2.a	歗	0 0 313 0
1200	69	中谷有蓷	69.2	5	慨其嘯矣	慨 + 其 + 嘯 + 矣	慨 + 其 + 嘯 + 矣		嘯	0 0 0 0
1201	69	中谷有蓷	69.2	6	遇人之不a淑矣	遇 + 人 + 之 + 不 + 淑 + 矣	遇 + 人 + 之 + 不 + 淑 + 矣	69.2.a	淑	0 0 0 0 313 0
1202	69	中谷有蓷	69.3	1	中谷有蓷	中 + 谷 + 有 + 蓷	中 + 谷 + 有 + 蓷		蓷	0 0 0 0
1203	69	中谷有蓷	69.3	2	暵其a濕矣	暵 + 其 + 濕 + 矣	暵 + 其 + 濕 + 矣	69.3.a	濕	0 0 314 0
1204	69	中谷有蓷	69.3	3	有女仳離	有 + 女 + 仳 + 離	有 + 女 + 仳 + 離		離	0 0 0 0
1205	69	中谷有蓷	69.3	4	啜其a泣矣	啜 + 其 + 泣 + 矣	啜 + 其 + 泣 + 矣	69.3.a	泣	0 0 314 0
