ID	POEM	POEM_NUMBER	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	RHYMEIDS	ALIGNMENT	RHYME	RHYME_WORD	NOTE
17	cjp	1	PKU1-7	1	谿谷阪險	谿 + 谷 + 阪 + 險	0 0 0 0	谿 + 谷 + 阪 + 險			
18	cjp	1	PKU1-7	1	丘陵故a舊	丘 + 陵 + 故 + 舊	0 0 0 1	丘 + 陵 + 故 + 舊	a	舊	
19	cjp	1	PKU1-7	1	長緩肆延	長 + 緩 + 肆 + 延	0 0 0 0	長 + 緩 + 肆 + 延			
20	cjp	1	PKU1-7	1	渙奐若a思	渙 + 奐 + 若 + 思	0 0 0 1	渙 + 奐 + 若 + 思	a	思	
21	cjp	1	PKU1-7	1	勇猛剛毅	勇 + 猛 + 剛 + 毅	0 0 0 0	勇 + 猛 + 剛 + 毅			
22	cjp	1	PKU1-7	1	便疌巧a((口+了+攵)/一)	便 + 疌 + 巧 + (口+了+攵)/一	0 0 0 1	便 + 疌 + 巧 + (口+了+攵)/一	a	(口+了+攵)/一	
23	cjp	1	PKU1-7	1	景桓昭穆	景 + 桓 + 昭 + 穆	0 0 0 0	景 + 桓 + 昭 + 穆			
24	cjp	1	PKU1-7	1	豊盈爨a((音/火)+戈)	豊 + 盈 + 爨 + (音/火)+戈	0 0 0 1	豊 + 盈 + 爨 + (音/火)+戈	a	(音/火)+戈	
25	cjp	1	PKU1-7	1	嬛䓘蜎黑	嬛 + 䓘 + 蜎 + 黑	0 0 0 0	嬛 + 䓘 + 蜎 + 黑			
26	cjp	1	PKU1-7	1	(女+寃)娒款a餌	女+寃 + 娒 + 款 + 餌	0 0 0 1	女+寃 + 娒 + 款 + 餌	a	餌	
27	cjp	1	PKU1-7	1	%第五	第 + 五	0 0	第 + 五			
28	cjp	1	PKU1-7	1	戲叢(土/者)插	戲 + 叢 + 土/者 + 插	0 0 0 0	戲 + 叢 + 土/者 + 插			
29	cjp	1	PKU1-7	1	((匕/罒/兀)+頁)𩕾重a該	(匕/罒/兀)+頁 + 𩕾 + 重 + 該	0 0 0 1	(匕/罒/兀)+頁 + 𩕾 + 重 + 該	a	該	
30	cjp	1	PKU1-7	1	悉起臣僕	悉 + 起 + 臣 + 僕	0 0 0 0	悉 + 起 + 臣 + 僕			
31	cjp	1	PKU1-7	1	發傳約a(載+丿)	發 + 傳 + 約 + 載+丿	0 0 0 1	發 + 傳 + 約 + 載+丿	a	載+丿	
32	cjp	1	PKU1-7	1	趣遽觀朢	趣 + 遽 + 觀 + 朢	0 0 0 0	趣 + 遽 + 觀 + 朢			
33	cjp	1	PKU1-7	1	行步駕a服	行 + 步 + 駕 + 服	0 0 0 1	行 + 步 + 駕 + 服	a	服	
34	cjp	1	PKU1-7	1	逋逃隱匿	逋 + 逃 + 隱 + 匿	0 0 0 0	逋 + 逃 + 隱 + 匿			
35	cjp	1	PKU1-7	1	往來䀎a睞	往 + 來 + 䀎 + 睞	0 0 0 1	往 + 來 + 䀎 + 睞	a	睞	
36	cjp	1	PKU1-7	1	%百五十二	百 + 五 + 十 + 二	0 0 0 0	百 + 五 + 十 + 二			
37	cjp	2	PKU8-11	1	%漢	漢	0	漢			
38	cjp	2	PKU8-11	1	漢兼天下	漢 + 兼 + 天 + 下	0 0 0 0	漢 + 兼 + 天 + 下			
39	cjp	2	PKU8-11	1	海內並b廁	海 + 內 + 並 + 廁	0 0 0 2	海 + 內 + 並 + 廁	b	廁	
40	cjp	2	PKU8-11	1	胡無噍類	胡 + 無 + 噍 + 類	0 0 0 0	胡 + 無 + 噍 + 類			
41	cjp	2	PKU8-11	1	菹醢離b異	菹 + 醢 + 離 + 異	0 0 0 2	菹 + 醢 + 離 + 異	b	異	
42	cjp	2	PKU8-11	1	{毋入刑}戎	毋 + 入 + 刑 + 戎	0 0 0 0	毋 + 入 + 刑 + 戎			
43	cjp	2	PKU8-11	1	翟給賓b{賦}	翟 + 給 + 賓 + 賦	0 0 0 2	翟 + 給 + 賓 + 賦	b	賦	
44	cjp	2	PKU8-11	1	{斂}□兼□	斂 + 兼	0 0	斂 + 兼			
45	cjp	2	PKU8-11	1	百越貢b織	百 + 越 + 貢 + 織	0 0 0 2	百 + 越 + 貢 + 織	b	織	
46	cjp	2	PKU8-11	1	飭端脩((氵/去)+廌)	飭 + 端 + 脩 + (氵/去)+廌	0 0 0 0	飭 + 端 + 脩 + (氵/去)+廌			
47	cjp	2	PKU8-11	1	(䜌/又)大制b(裁丿)	𠮓 + 大 + 制 + 裁丿	0 0 0 2	𠮓 + 大 + 制 + 裁丿	b	裁丿	
48	cjp	2	PKU8-11	1	(裁丿)男女蕃殖	裁丿 + 男 + 女 + 蕃 + 殖	0 0 0 0 0	裁丿 + 男 + 女 + 蕃 + 殖			
49	cjp	2	PKU8-11	1	六畜逐b字	六 + 畜 + 逐 + 字	0 0 0 2	六 + 畜 + 逐 + 字	b	字	
50	cjp	2	PKU8-11	1	顫((厂/角)+虎)觭贏	顫 + (厂/角)+虎 + 觭 + 贏	0 0 0 0	顫 + (厂/角)+虎 + 觭 + 贏			
51	cjp	2	PKU8-11	1	骫奊左b右	骫 + 奊 + 左 + 右	0 0 0 2	骫 + 奊 + 左 + 右	b	右	
52	cjp	2	PKU8-11	1	(敖/力)悍驕裾	𠢕 + 悍 + 驕 + 裾	0 0 0 0	𠢕 + 悍 + 驕 + 裾			
53	cjp	2	PKU8-11	1	誅罰貲b耐	誅 + 罰 + 貲 + 耐	0 0 0 2	誅 + 罰 + 貲 + 耐	b	耐	
54	cjp	2	PKU8-11	1	丹勝誤亂	丹 + 勝 + 誤 + 亂	0 0 0 0	丹 + 勝 + 誤 + 亂			
55	cjp	2	PKU8-11	1	圄奪(亻+(彐/冖/支))b試	圄 + 奪 + 亻+(彐/冖/支) + 試	0 0 0 2	圄 + 奪 + 亻+(彐/冖/支) + 試	b	試	
56	cjp	2	PKU8-11	1	胡貉離絕	胡 + 貉 + 離 + 絕	0 0 0 0	胡 + 貉 + 離 + 絕			
57	cjp	2	PKU8-11	1	(冖/豕)(高/干)棺b柩	冖/豕 + 高/干 + 棺 + 柩	0 0 0 2	冖/豕 + 高/干 + 棺 + 柩	b	柩	
58	cjp	2	PKU8-11	1	巴蜀筡竹	巴 + 蜀 + 筡 + 竹	0 0 0 0	巴 + 蜀 + 筡 + 竹			
59	cjp	2	PKU8-11	1	筐篋籢b笥	筐 + 篋 + 籢 + 笥	0 0 0 2	筐 + 篋 + 籢 + 笥	b	笥	
60	cjp	3	PKU12-13	1	%闊	闊	0	闊			
61	cjp	3	PKU12-13	1	闊錯蹵葆	闊 + 錯 + 蹵 + 葆	0 0 0 0	闊 + 錯 + 蹵 + 葆			
62	cjp	3	PKU12-13	1	䟫據(走+㡿)c等	䟫 + 據 + 走+㡿 + 等	0 0 0 3	䟫 + 據 + 走+㡿 + 等	c	等	
63	cjp	3	PKU12-13	1	梲(元+虫)隖闉	梲 + 元+虫 + 隖 + 闉	0 0 0 0	梲 + 元+虫 + 隖 + 闉			
64	cjp	3	PKU12-13	1	鈐(釒+隋)閏c悝	鈐 + 釒+隋 + 閏 + 悝	0 0 0 3	鈐 + 釒+隋 + 閏 + 悝	c	悝	
65	cjp	3	PKU12-13	1	騁虧刻(木+匕+卩)	騁 + 虧 + 刻 + 木+匕+卩	0 0 0 0	騁 + 虧 + 刻 + 木+匕+卩			
66	cjp	3	PKU12-13	1	錯((亠/曰)+首)((氵/彡)+聿)郖c鄙	錯 + (亠/曰)+首 + (氵/彡)+聿 + 郖 + 鄙	0 0 0 0 3	錯 + (亠/曰)+首 + (氵/彡)+聿 + 郖 + 鄙	c	鄙	
67	cjp	3	PKU12-13	1	祁綯鐔幅	祁 + 綯 + 鐔 + 幅	0 0 0 0	祁 + 綯 + 鐔 + 幅			
68	cjp	3	PKU12-13	1	芒隒偏c有	芒 + 隒 + 偏 + 有	0 0 0 3	芒 + 隒 + 偏 + 有	c	有	
69	cjp	3	PKU12-13	1	泫沄孃(女/至)	泫 + 沄 + 孃 + 女/至	0 0 0 0	泫 + 沄 + 孃 + 女/至			
70	cjp	3	PKU12-13	1	髳岪絰c枲	髳 + 岪 + 絰 + 枲	0 0 0 3	髳 + 岪 + 絰 + 枲	c	枲	
71	cjp	3	PKU12-13	1	{(巾+各)布絮繫	巾+各 + 布 + 絮 + 繫	0 0 0 0	巾+各 + 布 + 絮 + 繫			
72	cjp	3	PKU12-13	1	䋈雙(倝／□)簞c□}	䋈 + 雙 + 倝／□ + 簞	0 0 0 0	䋈 + 雙 + 倝／□ + 簞			
73	cjp	4	PKU14-15	1	(皀+鳥)煦窅閣	鵖 + 煦 + 窅 + 閣	0 0 0 0	鵖 + 煦 + 窅 + 閣			
74	cjp	4	PKU14-15	1	泠竁遲d包	泠 + 竁 + 遲 + 包	0 0 0 4	泠 + 竁 + 遲 + 包	d	包	
75	cjp	4	PKU14-15	1	穗䅌苫㛍	穗 + 䅌 + 苫 + 㛍	0 0 0 0	穗 + 䅌 + 苫 + 㛍			
76	cjp	4	PKU14-15	1	挾貯施d(亠/(弔+口)/𧘇)	挾 + 貯 + 施 + 亠/(弔+口)/𧘇	0 0 0 4	挾 + 貯 + 施 + 亠/(弔+口)/𧘇	d	亠/(弔+口)/𧘇	
77	cjp	4	PKU14-15	1	狄署賦賨	狄 + 署 + 賦 + 賨	0 0 0 0	狄 + 署 + 賦 + 賨			
78	cjp	4	PKU14-15	1	(豸+舌)驁駿d謷	豸+舌 + 驁 + 駿 + 謷	0 0 0 4	豸+舌 + 驁 + 駿 + 謷	d	謷	
79	cjp	4	PKU14-15	1	((立/田/十)+(夂/貝))害輟感	(立/田/十)+(夂/貝) + 害 + 輟 + 感	0 0 0 0	(立/田/十)+(夂/貝) + 害 + 輟 + 感			
80	cjp	4	PKU14-15	1	甄(䍍-一)燔d窯	甄 + 䍍-一 + 燔 + 窯	0 0 0 4	甄 + 䍍-一 + 燔 + 窯	d	窯	
81	cjp	4	PKU14-15	1	秅秿麻荅	秅 + 秿 + 麻 + 荅	0 0 0 0	秅 + 秿 + 麻 + 荅			
82	cjp	4	PKU14-15	1	((土/冖/麦)+殳)(艹/((山/丿/口)+辛)/米)鞠d□	(土/冖/麦)+殳 + 艹/((山/丿/口)+辛)/米 + 鞠	0 0 0	(土/冖/麦)+殳 + 艹/((山/丿/口)+辛)/米 + 鞠			
83	cjp	5	PKU16-18	1	猜常袞土	猜 + 常 + 袞 + 土	0 0 0 0	猜 + 常 + 袞 + 土			
84	cjp	5	PKU16-18	1	橘(艹/(䚻+系))葽e苞	橘 + 艹/(䚻+系) + 葽 + 苞	0 0 0 5	橘 + 艹/(䚻+系) + 葽 + 苞	e	苞	
85	cjp	5	PKU16-18	1	塵埃((𦥑囟)/一/灭)風	塵 + 埃 + (𦥑囟)/一/灭 + 風	0 0 0 0	塵 + 埃 + (𦥑囟)/一/灭 + 風			
86	cjp	5	PKU16-18	1	嫯鬕(㝰-丶)e(扌+夒)	嫯 + 鬕 + 㝰-丶 + 𢺕	0 0 0 5	嫯 + 鬕 + 㝰-丶 + 𢺕	e	𢺕	
87	cjp	5	PKU16-18	1	嫳䵌嬈嫸	嫳 + 䵌 + 嬈 + 嫸	0 0 0 0	嫳 + 䵌 + 嬈 + 嫸			
88	cjp	5	PKU16-18	1	嫺孈范e麀	嫺 + 孈 + 范 + 麀	0 0 0 5	嫺 + 孈 + 范 + 麀	e	麀	
89	cjp	5	PKU16-18	1	帗帴裘褐	帗 + 帴 + 裘 + 褐	0 0 0 0	帗 + 帴 + 裘 + 褐			
90	cjp	5	PKU16-18	1	(((穴+𠃍)/㔾)+关)(屨/夂)幋e袍	((穴+𠃍)/㔾)+关 + 屨/夂 + 幋 + 袍	0 0 0 5	((穴+𠃍)/㔾)+关 + 屨/夂 + 幋 + 袍	e	袍	
91	cjp	5	PKU16-18	1	鷮(氵+□)冄愁	鷮 + 氵+□ + 冄 + 愁	0 0 0 0	鷮 + 氵+□ + 冄 + 愁			
92	cjp	5	PKU16-18	1	焦讎□e□	焦 + 讎	0 0	焦 + 讎			
93	cjp	5	PKU16-18	1	䶦娭齺齪	䶦 + 娭 + 齺 + 齪	0 0 0 0	䶦 + 娭 + 齺 + 齪			
94	cjp	5	PKU16-18	1	齧繞黜e勠	齧 + 繞 + 黜 + 勠	0 0 0 5	齧 + 繞 + 黜 + 勠	e	勠	
95	cjp	5	PKU16-18	1	美數券契	美 + 數 + 券 + 契	0 0 0 0	美 + 數 + 券 + 契			
96	cjp	5	PKU16-18	1	筆研筭e籌	筆 + 研 + 筭 + 籌	0 0 0 5	筆 + 研 + 筭 + 籌	e	籌	
97	cjp	5	PKU16-18	1	鞫窡訏窬	鞫 + 窡 + 訏 + 窬	0 0 0 0	鞫 + 窡 + 訏 + 窬			
98	cjp	5	PKU16-18	1	□□□e□						
99	cjp	6	PKU19	1	(舟+(𠔉/土))籥(阝+(召/土))沙	舟+(𠔉/土) + 籥 + 阝+(召/土) + 沙	0 0 0 0	舟+(𠔉/土) + 籥 + 阝+(召/土) + 沙			
100	cjp	6	PKU19	1	遮迣沓f䛬	遮 + 迣 + 沓 + 䛬	0 0 0 6	遮 + 迣 + 沓 + 䛬	f	䛬	
101	cjp	6	PKU19	1	鏶鍵(艹((每+糸)/泉 ))總納	鏶 + 鍵 + 艹((每+糸)/泉 ) + 總 + 納	0 0 0 0 0	鏶 + 鍵 + 艹((每+糸)/泉 ) + 總 + 納			
102	cjp	6	PKU19	1	韔戀f櫜	韔 + 戀 + 櫜	0 0 6	韔 + 戀 + 櫜	f	櫜	
103	cjp	6	PKU19	1	(𥫗/死／廾)墳鬑㺌	𥫗/死／廾 + 墳 + 鬑 + 㺌	0 0 0 0	𥫗/死／廾 + 墳 + 鬑 + 㺌			
104	cjp	6	PKU19	1	□□□f□						
105	cjp	7	PKU20-21	1	飫(肙+犬)然稀支	飫 + 𤞣 + 然 + 稀 + 支	0 0 0 0 0	飫 + 𤞣 + 然 + 稀 + 支			
106	cjp	7	PKU20-21	1	袤牒g膠	袤 + 牒 + 膠	0 0 7	袤 + 牒 + 膠	g	膠	
107	cjp	7	PKU20-21	1	(宀/(米+萬))鮒䲒䲊	宀/(米+萬) + 鮒 + 䲒 + 䲊	0 0 0 0	宀/(米+萬) + 鮒 + 䲒 + 䲊			
108	cjp	7	PKU20-21	1	鱣鮪鯉g鯂	鱣 + 鮪 + 鯉 + 鯂	0 0 0 7	鱣 + 鮪 + 鯉 + 鯂	g	鯂	
109	cjp	7	PKU20-21	1	摻㧊羭(羊+□)	摻 + 㧊 + 羭 + 羊+□	0 0 0 0	摻 + 㧊 + 羭 + 羊+□			
110	cjp	7	PKU20-21	1	羒(敄/羊)羜g羔	羒 + 𦎦 + 羜 + 羔	0 0 0 7	羒 + 𦎦 + 羜 + 羔	g	羔	
111	cjp	7	PKU20-21	1	冤(曰/夫/言 )暧通	冤 + 曰/夫/言 + 暧 + 通	0 0 0 0	冤 + 曰/夫/言 + 暧 + 通			
112	cjp	7	PKU20-21	1	坐((𦥑+囟)/大/㔾)讂g求	坐 + (𦥑+囟)/大/㔾 + 讂 + 求	0 0 0 7	坐 + (𦥑+囟)/大/㔾 + 讂 + 求	g	求	
113	cjp	7	PKU20-21	1	㗬閻堪況	㗬 + 閻 + 堪 + 況	0 0 0 0	㗬 + 閻 + 堪 + 況			
114	cjp	7	PKU20-21	1	燎灼煎g炮	燎 + 灼 + 煎 + 炮	0 0 0 7	燎 + 灼 + 煎 + 炮	g	炮	
115	cjp	8	PKU22	1	䬽斟掇謍	䬽 + 斟 + 掇 + 謍	0 0 0 0	䬽 + 斟 + 掇 + 謍			
116	cjp	8	PKU22	1	(訁+嬰)䚥h聊	訁+嬰 + 䚥 + 聊	0 0 8	訁+嬰 + 䚥 + 聊	h	聊	
117	cjp	9	PKU23	1	□□□□						
118	cjp	9	PKU23	1	□□□i鼛	鼛	9	鼛	i	鼛	
119	cjp	9	PKU23	1	級絇(𥫗/巨)繩	級 + 絇 + 𥫗/巨 + 繩	0 0 0 0	級 + 絇 + 𥫗/巨 + 繩			
120	cjp	9	PKU23	1	□□□i□						
121	cjp	10	PKU24	1	莎荔䔌蔓	莎 + 荔 + 䔌 + 蔓	0 0 0 0	莎 + 荔 + 䔌 + 蔓			
122	cjp	10	PKU24	1	蓬蒿蒹j葭	蓬 + 蒿 + 蒹 + 葭	0 0 0 10	蓬 + 蒿 + 蒹 + 葭	j	葭	
123	cjp	10	PKU24	1	蕧𧆑莪蔞	蕧 + 𧆑 + 莪 + 蔞	0 0 0 0	蕧 + 𧆑 + 莪 + 蔞			
124	cjp	10	PKU24	1	(艹/辥)藜薊j荼	𧃎 + 藜 + 薊 + 荼	0 0 0 10	𧃎 + 藜 + 薊 + 荼	j	荼	
125	cjp	10	PKU24	1	薺芥萊荏	薺 + 芥 + 萊 + 荏	0 0 0 0	薺 + 芥 + 萊 + 荏			
126	cjp	10	PKU24	1	□□□j□						
127	cjp	11	PKU25-26	1	□□□□						
128	cjp	11	PKU25-26	1	茱臾蓼k蘓	茱 + 臾 + 蓼 + 蘓	0 0 0 11	茱 + 臾 + 蓼 + 蘓	k	蘓	
129	cjp	11	PKU25-26	1	果蓏茄蓮	果 + 蓏 + 茄 + 蓮	0 0 0 0	果 + 蓏 + 茄 + 蓮			
130	cjp	11	PKU25-26	1	(辛/木)栗瓠k瓜	𣓀 + 栗 + 瓠 + 瓜	0 0 0 11	𣓀 + 栗 + 瓠 + 瓜	k	瓜	
131	cjp	11	PKU25-26	1	堅(㝅-一)(木+((口+了+夂)/一))(糹+啟)	堅 + 㝅-一 + 木+((口+了+夂)/一) + 糹+啟	0 0 0 0	堅 + 㝅-一 + 木+((口+了+夂)/一) + 糹+啟			
132	cjp	11	PKU25-26	1	饒飽(米/丗/廾)k餘	饒 + 飽 + 米/丗/廾 + 餘	0 0 0 11	饒 + 飽 + 米/丗/廾 + 餘	k	餘	
133	cjp	11	PKU25-26	1	肸𧓉尼睆	肸 + 𧓉 + 尼 + 睆	0 0 0 0	肸 + 𧓉 + 尼 + 睆			
134	cjp	11	PKU25-26	1	(飠戹)餓䭑k餔	飠戹 + 餓 + 䭑 + 餔	0 0 0 11	飠戹 + 餓 + 䭑 + 餔	k	餔	
135	cjp	11	PKU25-26	1	百廿八	百 + 廿 + 八	0 0 0	百 + 廿 + 八			
136	cjp	11	PKU25-26	1	PKU27-30						
137	cjp	11	PKU25-26	1	幣	幣	0	幣			
138	cjp	11	PKU25-26	1	幣帛羞獻	幣 + 帛 + 羞 + 獻	0 0 0 0	幣 + 帛 + 羞 + 獻			
139	cjp	11	PKU25-26	1	請謁任l辜	請 + 謁 + 任 + 辜	0 0 0 12	請 + 謁 + 任 + 辜	l	辜	
140	cjp	11	PKU25-26	1	禮節揖讓	禮 + 節 + 揖 + 讓	0 0 0 0	禮 + 節 + 揖 + 讓			
141	cjp	11	PKU25-26	1	送客興l居	送 + 客 + 興 + 居	0 0 0 12	送 + 客 + 興 + 居	l	居	
142	cjp	11	PKU25-26	1	(享+隹)䨄(鳥+戈)䧿	𨿡 + 䨄 + 𩿙 + 䧿	0 0 0 0	𨿡 + 䨄 + 𩿙 + 䧿			
143	cjp	11	PKU25-26	1	帛雉(罒/(𦥑+乚))鳥l[?]烏	帛 + 雉 + 罒/(𦥑+乚) + 鳥 + 烏	0 0 0 0 12	帛 + 雉 + 罒/(𦥑+乚) + 鳥 + 烏	l	烏	[?
144	cjp	11	PKU25-26	1	(東/隹)雛芸卵	東/隹 + 雛 + 芸 + 卵	0 0 0 0	東/隹 + 雛 + 芸 + 卵			
145	cjp	11	PKU25-26	1	(林/祘)蓳䓜l菹	𬄷 + 蓳 + 䓜 + 菹	0 0 0 12	𬄷 + 蓳 + 䓜 + 菹	l	菹	
146	cjp	11	PKU25-26	1	(豸+(田/比))獺(鼠+卯)(㺉-一)	豸+(田/比) + 獺 + 𪕋 + 㺉-一	0 0 0 0	豸+(田/比) + 獺 + 𪕋 + 㺉-一			
147	cjp	11	PKU25-26	1	貖鼩鼦l狐	貖 + 鼩 + 鼦 + 狐	0 0 0 12	貖 + 鼩 + 鼦 + 狐	l	狐	
148	cjp	11	PKU25-26	1	蛟龍蟲蛇	蛟 + 龍 + 蟲 + 蛇	0 0 0 0	蛟 + 龍 + 蟲 + 蛇			
149	cjp	11	PKU25-26	1	(元+黽)(黽+單)鼈l魚	元+黽 + 黽+單 + 鼈 + 魚	0 0 0 12	元+黽 + 黽+單 + 鼈 + 魚	l	魚	
150	cjp	11	PKU25-26	1	陷阱鍲釣	陷 + 阱 + 鍲 + 釣	0 0 0 0	陷 + 阱 + 鍲 + 釣			
151	cjp	11	PKU25-26	1	罾笱罘l罝	罾 + 笱 + 罘 + 罝	0 0 0 12	罾 + 笱 + 罘 + 罝	l	罝	
152	cjp	11	PKU25-26	1	毛(角/酉)((士/冖/角)+殳)矰	毛 + 角/酉 + (士/冖/角)+殳 + 矰	0 0 0 0	毛 + 角/酉 + (士/冖/角)+殳 + 矰			
153	cjp	11	PKU25-26	1	收繳縈l紆	收 + 繳 + 縈 + 紆	0 0 0 12	收 + 繳 + 縈 + 紆	l	紆	
154	cjp	11	PKU25-26	1	汁洎流敗	汁 + 洎 + 流 + 敗	0 0 0 0	汁 + 洎 + 流 + 敗			
155	cjp	11	PKU25-26	1	橐(-木+虫)臭腑l䏣	橐 + -木+虫 + 臭 + 腑 + 䏣	0 0 0 0 12	橐 + -木+虫 + 臭 + 腑 + 䏣	l	䏣	
156	cjp	11	PKU25-26	1	貪欲資貨	貪 + 欲 + 資 + 貨	0 0 0 0	貪 + 欲 + 資 + 貨			
157	cjp	11	PKU25-26	1	羕溢跂l(夫+䀠)	羕 + 溢 + 跂 + 夫+䀠	0 0 0 12	羕 + 溢 + 跂 + 夫+䀠	l	夫+䀠	
158	cjp	12	PKU31	1	頑袥椷師鰥寡特m孤	頑 + 袥 + 椷 + 師 + 鰥 + 寡 + 特 + 孤	0 0 0 0 0 0 0 13	頑 + 袥 + 椷 + 師 + 鰥 + 寡 + 特 + 孤	m	孤	
159	cjp	12	PKU31	1	%百廿八	百 + 廿 + 八	0 0 0	百 + 廿 + 八			
160	cjp	13	PKU32-33	1	%悝	悝	0	悝			
161	cjp	13	PKU32-33	1	(卒+頁)勃醉n酤	顇 + 勃 + 醉 + 酤	0 0 0 14	顇 + 勃 + 醉 + 酤	n	酤	
162	cjp	13	PKU32-33	1	趬文窣突	趬 + 文 + 窣 + 突	0 0 0 0	趬 + 文 + 窣 + 突			
163	cjp	13	PKU32-33	1	(𦍌/左)費㱃n酺	𦍌/左 + 費 + 㱃 + 酺	0 0 0 14	𦍌/左 + 費 + 㱃 + 酺	n	酺	
164	cjp	13	PKU32-33	1	細小貧寠	細 + 小 + 貧 + 寠	0 0 0 0	細 + 小 + 貧 + 寠			
165	cjp	13	PKU32-33	1	气匃貰n捈	气 + 匃 + 貰 + 捈	0 0 0 14	气 + 匃 + 貰 + 捈	n	捈	
166	cjp	13	PKU32-33	1	歜潘閒(𥫗/閒)	歜 + 潘 + 閒 + 𥫗/閒	0 0 0 0	歜 + 潘 + 閒 + 𥫗/閒			
167	cjp	13	PKU32-33	1	鼙鼓歌n醵	鼙 + 鼓 + 歌 + 醵	0 0 0 14	鼙 + 鼓 + 歌 + 醵	n	醵	
168	cjp	13	PKU32-33	1	盨娶褭(女+(罒/厂/罒/大))	盨 + 娶 + 褭 + 女+(罒/厂/罒/大)	0 0 0 0	盨 + 娶 + 褭 + 女+(罒/厂/罒/大)			
169	cjp	13	PKU32-33	1	鄭舞炊n竽	鄭 + 舞 + 炊 + 竽	0 0 0 14	鄭 + 舞 + 炊 + 竽	n	竽	
170	cjp	13	PKU32-33	1	((夫/女)+見)捐姽嫿	(夫/女)+見 + 捐 + 姽 + 嫿	0 0 0 0	(夫/女)+見 + 捐 + 姽 + 嫿			
171	cjp	13	PKU32-33	1	□□□n□						
172	cjp	14	PKU34-37	1	柳櫟檀柘	柳 + 櫟 + 檀 + 柘	0 0 0 0	柳 + 櫟 + 檀 + 柘			
173	cjp	14	PKU34-37	1	柱橈枝o枎	柱 + 橈 + 枝 + 枎	0 0 0 15	柱 + 橈 + 枝 + 枎	o	枎	
174	cjp	14	PKU34-37	1	瓦蓋焚櫋	瓦 + 蓋 + 焚 + 櫋	0 0 0 0	瓦 + 蓋 + 焚 + 櫋			
175	cjp	14	PKU34-37	1	(亞/曰)漑(巾+夒)o杅	亞/曰 + 漑 + 𢅼 + 杅	0 0 0 15	亞/曰 + 漑 + 𢅼 + 杅	o	杅	
176	cjp	14	PKU34-37	1	端直準繩	端 + 直 + 準 + 繩	0 0 0 0	端 + 直 + 準 + 繩			
177	cjp	14	PKU34-37	1	媌噲菁o華	媌 + 噲 + 菁 + 華	0 0 0 15	媌 + 噲 + 菁 + 華	o	華	
178	cjp	14	PKU34-37	1	姣窔娃(女+(恚))	姣 + 窔 + 娃 + 女+(恚)	0 0 0 0	姣 + 窔 + 娃 + 女+(恚)			
179	cjp	14	PKU34-37	1	啜啗黎o樝	啜 + 啗 + 黎 + 樝	0 0 0 15	啜 + 啗 + 黎 + 樝	o	樝	
