ID	POEM	POEM_NUMBER	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	RHYMEIDS	ALIGNMENT	RHYME	RHYME_WORD	NOTE
357	cjp	29	PKU7	1	(亠/幸/𧘇)(糹+矦)糾ad絣	亠/幸/𧘇 + 𦂐 + 糾 + 絣	0 0 0 4	亠/幸/𧘇 + 𦂐 + 糾 + 絣	d	絣	
358	cjp	29	PKU7	1	律丸內戍	律 + 丸 + 內 + 戍	0 0 0 0	律 + 丸 + 內 + 戍			
359	cjp	29	PKU7	1	闒踐((目/大)/((目/大)+(目/大)))ad朾	闒 + 踐 + (目/大)/((目/大)+(目/大)) + 朾	0 0 0 4	闒 + 踐 + (目/大)/((目/大)+(目/大)) + 朾	d	朾	
360	cjp	29	PKU7	1	(雀+戈)烄熱樠	𢧵 + 烄 + 熱 + 樠	0 0 0 0	𢧵 + 烄 + 熱 + 樠			
361	cjp	29	PKU7	1	(艹/((革/一/灬)+隹))火燭ad熒	艹/((革/一/灬)+隹) + 火 + 燭 + 熒	0 0 0 4	艹/((革/一/灬)+隹) + 火 + 燭 + 熒	d	熒	
362	cjp	29	PKU7	1	媨㜮窺䰓	媨 + 㜮 + 窺 + 䰓	0 0 0 0	媨 + 㜮 + 窺 + 䰓			
363	cjp	29	PKU7	1	㥦(扌+夒)(女+((𦥑+白)/示))ad娙	㥦 + 𢺕 + 女+((𦥑+白)/示) + 娙	0 0 0 4	㥦 + 𢺕 + 女+((𦥑+白)/示) + 娙	d	娙	
364	cjp	29	PKU7	1	樊(广/(肙+犬))(女+厄)秩	樊 + 广/(肙+犬) + 𡛖 + 秩	0 0 0 0	樊 + 广/(肙+犬) + 𡛖 + 秩			
365	cjp	29	PKU7	1	私(酉+䀁)救ad酲	私 + 酉+䀁 + 救 + 酲	0 0 0 4	私 + 酉+䀁 + 救 + 酲	d	酲	
366	cjp	29	PKU7	1	%百廿	百 + 廿	0 0	百 + 廿			
367	cjp	30	PKU73	1	院闞(門/(糹+糹)/卄))𨷲ae扃	院 + 闞 + 門/(糹+糹)/卄)𨷲ae扃	0 0 0	院 + 闞 + 門/(糹+糹)/卄)𨷲ae扃			
368	cjp	30	PKU73	1	增竲尃斯	增 + 竲 + 尃 + 斯	0 0 0 0	增 + 竲 + 尃 + 斯			
369	cjp	31	PKU74	1	陝邮(宀/艹/□)	陝 + 邮 + 宀/艹/□	0 0 0	陝 + 邮 + 宀/艹/□			
370	cjp	32	PKU75	1	郡邊	郡 + 邊	0 0	郡 + 邊			
371	cjp	33	PKU76	1	(艹/(氵+□))(虫+□)((目+又)/手)陬□(隹/弓)陼(亦+阝)(非+阝)[rhyme work not identified]	艹/(氵+□) + 虫+□ + (目+又)/手 + 陬 + 隹/弓 + 陼 + 亦+阝 + 非+阝	0 0 0 0 0 0 0 0	艹/(氵+□) + 虫+□ + (目+又)/手 + 陬 + 隹/弓 + 陼 + 亦+阝 + 非+阝			[rhyme work not identified
372	cjp	34	PKU77	1	(□/曰)□□□(□+賣)(□+乂/厷)	□/曰 + □+賣 + □+乂/厷	0 0 0	□/曰 + □+賣 + □+乂/厷			
373	cjp	34	PKU77	1	%百廿八	百 + 廿 + 八	0 0 0	百 + 廿 + 八			
374	cjp	35	PKU78	1	(辵+□)(辵+□)((木/飠)+□)	辵+□ + 辵+□ + (木/飠)+□	0 0 0	辵+□ + 辵+□ + (木/飠)+□			
375	cjp	36	PKU79	1	□渠波□	渠 + 波	0 0	渠 + 波			
376	cjp	36	PKU79	1	LSZJ13.4						
377	cjp	36	PKU79	1	寸薄厚廣俠好醜長短 [rhyme word not identified]	寸 + 薄 + 厚 + 廣 + 俠 + 好 + 醜 + 長 + 短	0 0 0 0 0 0 0 0 0	寸 + 薄 + 厚 + 廣 + 俠 + 好 + 醜 + 長 + 短			[rhyme word not identified
378	cjp	36	PKU79	1	JYXT50:1						
379	cjp	36	PKU79	1	蒼頡作書	蒼 + 頡 + 作 + 書	0 0 0 0	蒼 + 頡 + 作 + 書			
380	cjp	36	PKU79	1	以教後af嗣	以 + 教 + 後 + 嗣	0 0 0 6	以 + 教 + 後 + 嗣	f	嗣	
381	cjp	36	PKU79	1	幼子承昭	幼 + 子 + 承 + 昭	0 0 0 0	幼 + 子 + 承 + 昭			
382	cjp	36	PKU79	1	謹慎敬af戒	謹 + 慎 + 敬 + 戒	0 0 0 6	謹 + 慎 + 敬 + 戒	f	戒	
383	cjp	36	PKU79	1	勉力風誦	勉 + 力 + 風 + 誦	0 0 0 0	勉 + 力 + 風 + 誦			
384	cjp	36	PKU79	1	畫夜忽af置	畫 + 夜 + 忽 + 置	0 0 0 6	畫 + 夜 + 忽 + 置	f	置	
385	cjp	36	PKU79	1	苟務成史	苟 + 務 + 成 + 史	0 0 0 0	苟 + 務 + 成 + 史			
386	cjp	36	PKU79	1	計會辨af治	計 + 會 + 辨 + 治	0 0 0 6	計 + 會 + 辨 + 治	f	治	
387	cjp	36	PKU79	1	超等軼群	超 + 等 + 軼 + 群	0 0 0 0	超 + 等 + 軼 + 群			
388	cjp	36	PKU79	1	出尤別af異	出 + 尤 + 別 + 異	0 0 0 6	出 + 尤 + 別 + 異	f	異	
389	cjp	36	PKU79	1	初雖勞苦	初 + 雖 + 勞 + 苦	0 0 0 0	初 + 雖 + 勞 + 苦			
390	cjp	36	PKU79	1	卒必有af意	卒 + 必 + 有 + 意	0 0 0 6	卒 + 必 + 有 + 意	f	意	
391	cjp	36	PKU79	1	慤原忠信	慤 + 原 + 忠 + 信	0 0 0 0	慤 + 原 + 忠 + 信			
392	cjp	36	PKU79	1	微密倓af言	微 + 密 + 倓 + 言	0 0 0 6	微 + 密 + 倓 + 言	f	言	
393	cjp	36	PKU79	1	賞賞	賞 + 賞	0 0	賞 + 賞			
394	cjp	36	PKU79	1	%JY260.9A						
395	cjp	36	PKU79	1	%第三	第 + 三	0 0	第 + 三			
396	cjp	36	PKU79	1	刑薄賦寬繇闕□	刑 + 薄 + 賦 + 寬 + 繇 + 闕	0 0 0 0 0 0	刑 + 薄 + 賦 + 寬 + 繇 + 闕			
397	cjp	36	PKU79	1	%JY31.6_31.9						
398	cjp	36	PKU79	1	柃柱馬柳□□	柃 + 柱 + 馬 + 柳	0 0 0 0	柃 + 柱 + 馬 + 柳			
399	cjp	36	PKU79	1	%JY307.3ABC						
400	cjp	36	PKU79	1	□婺□□□妬(□/女)奴綰功脊蠡(犭+□)□□都立其傳辭(禾+□)疊□慮袑(糸+□)商□□□□□□□□□□冒□□□□□□□□□□□□□□□[rhyme words unclear]	婺 + 妬 + □/女 + 奴 + 綰 + 功 + 脊 + 蠡 + 犭+□ + 都 + 立 + 其 + 傳 + 辭 + 禾+□ + 疊 + 慮 + 袑 + 糸+□ + 商 + 冒	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	婺 + 妬 + □/女 + 奴 + 綰 + 功 + 脊 + 蠡 + 犭+□ + 都 + 立 + 其 + 傳 + 辭 + 禾+□ + 疊 + 慮 + 袑 + 糸+□ + 商 + 冒			[rhyme words unclear
401	cjp	36	PKU79	1	%SQZ1						
402	cjp	36	PKU79	1	開灸疾偷延嬰	開 + 灸 + 疾 + 偷 + 延 + 嬰	0 0 0 0 0 0	開 + 灸 + 疾 + 偷 + 延 + 嬰			
403	cjp	36	PKU79	1	%SQZ2						
404	cjp	36	PKU79	1	白黑分初	白 + 黑 + 分 + 初	0 0 0 0	白 + 黑 + 分 + 初			
405	cjp	36	PKU79	1	%SQZ3						
406	cjp	36	PKU79	1	耳齒口中罰手足蹇隹一脛((車/山)+殳)	耳 + 齒 + 口 + 中 + 罰 + 手 + 足 + 蹇 + 隹 + 一 + 脛 + (車/山)+殳	0 0 0 0 0 0 0 0 0 0 0 0	耳 + 齒 + 口 + 中 + 罰 + 手 + 足 + 蹇 + 隹 + 一 + 脛 + (車/山)+殳			
407	cjp	36	PKU79	1	%SQZ5						
408	cjp	36	PKU79	1	贏㠷用載粟(由+并)備(由+并)箱敝	贏 + 㠷 + 用 + 載 + 粟 + 𢆟 + 備 + 𢆟 + 箱 + 敝	0 0 0 0 0 0 0 0 0 0	贏 + 㠷 + 用 + 載 + 粟 + 𢆟 + 備 + 𢆟 + 箱 + 敝			
409	cjp	36	PKU79	1	%SQZ6						
410	cjp	36	PKU79	1	犧羊辟道旁(豸+彖)(豸+從)(貑+彳)(豸+(立/貝))小(者+皮)	犧 + 羊 + 辟 + 道 + 旁 + 𧳩 + 豸+從 + 貑+彳 + 豸+(立/貝) + 小 + 𥀁	0 0 0 0 0 0 0 0 0 0 0	犧 + 羊 + 辟 + 道 + 旁 + 𧳩 + 豸+從 + 貑+彳 + 豸+(立/貝) + 小 + 𥀁			
411	cjp	36	PKU79	1	%SQZ7						
412	cjp	36	PKU79	1	給死固當詘折犇亡離其鄉	給 + 死 + 固 + 當 + 詘 + 折 + 犇 + 亡 + 離 + 其 + 鄉	0 0 0 0 0 0 0 0 0 0 0	給 + 死 + 固 + 當 + 詘 + 折 + 犇 + 亡 + 離 + 其 + 鄉			
413	cjp	36	PKU79	1	%SQZ10						
414	cjp	36	PKU79	1	(忄+即)疾材復凡百五字	忄+即 + 疾 + 材 + 復 + 凡 + 百 + 五 + 字	0 0 0 0 0 0 0 0	忄+即 + 疾 + 材 + 復 + 凡 + 百 + 五 + 字			
